"","uid","nightuid","namedLocation","domainID","siteID","plotID","trapCoordinate","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","trapStatus","trapType","collectDate","endDate","tagID","individualCode","taxonID","scientificName","taxonRank","identificationQualifier","identificationReferences","nativeStatusCode","sex","recapture","fate","replacedTag","lifeStage","testes","nipples","pregnancyStatus","vagina","hindfootLength","earLength","tailLength","totalLength","weight","larvalTicksAttached","nymphalTicksAttached","adultTicksAttached","bloodSampleID","bloodSampleBarcode","bloodSampleMethod","fecalSampleID","fecalSampleBarcode","fecalSampleCondition","earSampleID","earSampleBarcode","hairSampleID","hairSampleBarcode","hairSampleContents","voucherSampleID","voucherSampleBarcode","measuredBy","recordedBy","remarks","dataQF"
"275","53d3ab43-650b-47d4-92cd-e3a0d6dc298b","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","A6","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"276","c321124d-e5bd-48ac-a251-b40cf06ea7ca","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","A3","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"277","b2c0c114-eb6e-4ce9-814c-19b4c9d1446a","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","A4","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"278","1e397843-6feb-4711-b618-10c91f1600d1","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","A1","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"279","27eee954-c00a-4021-b9f1-aaced1b13afb","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","A2","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"280","3d4ea84a-f30c-4bf0-b7a8-c038133b55d3","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","A10","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"281","c46b9c0b-adab-47b9-8e68-fd1458952b50","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","H1","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"282","37daa328-604a-4724-94f3-f8394356aee5","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","H2","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"283","086809ce-286f-48e2-93c3-74d4a20dc365","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","H3","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"284","b83df5f9-b2ec-4302-8590-9e94dc978cc8","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","H4","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"285","3a616c73-3e16-41a2-906b-2df30f9c4e8d","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","H5","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"286","8bf7fa3d-d56b-46f0-ba70-6a70f865a4bb","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","H6","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"287","34d153c3-887e-48f9-a96b-b8a119059dd5","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","H7","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"288","fd0de711-07fc-4c80-896a-54772d60886d","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","J10","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"289","04a2769b-6c14-4ab2-941f-e5acaa14b8bc","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","H9","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"290","0eabc8b1-92a3-4973-a5c2-9807bc988bd9","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","H8","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"291","3d382063-a566-40d3-b0f0-00d16438db0c","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","G1","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"292","f9214b93-c8d3-429d-918f-97797dc546b8","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","G2","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"293","af180a9a-4bb3-4b4e-b29c-9acebda6d56e","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","G5","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"294","a69bdfb5-5ff2-478a-8acd-773883f6137f","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","G6","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"295","10408b6d-d7c8-4aa8-a743-20f05863d9ca","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","G3","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"296","9eb43c90-734e-441b-881d-9335efe02539","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","G4","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"297","118f52b6-1cb7-4ea7-8069-17a0ae6e10c5","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","G9","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"5 - capture","ShermanLF","2014-05-28","2014-05-28","NEON.MAM.D01.R0344",NA,"PEMA","Peromyscus maniculatus","species","cf. species","NEON.DOC.001907","N","F","N","",NA,"adult","","enlarged","not","neither",19,15,85,NA,26,NA,NA,NA,"BART.20140528.R0344.B",NA,"mandibular","BART.20140528.R0344.F",NA,"fresh","BART.20140528.R0344.E",NA,"BART.20140528.R0344.H",NA,"hairAndWhisker","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"298","866f677b-a36e-4cb0-b5b5-530176aa1f28","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","G8","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"299","91a14df2-935d-4560-8b8b-ae696fa56e75","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","G7","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"300","8df00e30-1d7f-4c8d-a12f-ff573d61cccc","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","F2","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"301","38618183-763f-40a3-a025-ce819c3a26fd","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","F3","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"302","6bb87f23-e505-4608-9042-b393866efa84","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","F4","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"303","16fa185f-4ed1-439d-a1ac-af8a3715bf67","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","F5","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"304","b881fad4-1d44-47c1-bd37-c10b966f3533","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","F1","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"305","d62e289f-ca91-4799-a334-9851ba66031f","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","D10","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"306","fbb834c0-e137-490f-9d99-1c51737f3a31","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","F7","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"307","696a66f2-73e9-4bc7-98ec-f88cbee087aa","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","F6","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"308","2c64f476-12e0-4cf8-ab2f-a76aff060008","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","F9","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"309","8ba0a3ef-5a7a-4615-8bf6-c26ee4d0e326","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","F8","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"310","ccc1344d-d0bc-4224-b83f-1635b3ac325e","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","F10","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"311","152d872c-039e-4cf3-a073-92ca756fe33f","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","H10","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"312","46af137b-af6b-4dc1-b6e0-1ebe848a80e1","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","E3","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"313","d255442e-2270-483e-b440-61e20797bf44","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","E4","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"314","3be5740c-4917-4769-9b7d-432659277e2e","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","E1","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"315","cb026150-5191-4a44-af18-8e5707d21f4d","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","E2","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"316","5bff82d8-aa0f-4bb0-8236-3a8e4dee9c92","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","E9","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"317","40ac9ef6-8299-4e70-8d3a-cbaad362b2f6","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","E8","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"318","d633e611-245f-4c22-9f89-4b5ca461d1bc","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","E7","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"319","1176dcdc-521c-4ca8-b0bf-4a10c4da8a69","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","E6","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"320","3c2ed9df-025b-4481-b425-863c21ee974e","E0990A172DB3483B9BBE03DC525C7295","BART_001.mammalGrid.mam","D01","BART","BART_001","E5","distributed","mixedForest",44.046877,-71.305115,"WGS84",45.2,463.7,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"321","2a2e6217-76e5-4e5d-aa35-92c691593700","D26FC247E61948068E1F16E1C2A0148C","BART_012.mammalGrid.mam","D01","BART","BART_012","D1","distributed","deciduousForest",44.047478,-71.315451,"WGS84",45.3,579.9,0.4,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"322","98069d4e-284e-4384-b6f6-e3d0c7726a12","D26FC247E61948068E1F16E1C2A0148C","BART_012.mammalGrid.mam","D01","BART","BART_012","D3","distributed","deciduousForest",44.047478,-71.315451,"WGS84",45.3,579.9,0.4,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"323","98decabf-7952-4b55-830f-354953e70d2b","D26FC247E61948068E1F16E1C2A0148C","BART_012.mammalGrid.mam","D01","BART","BART_012","D2","distributed","deciduousForest",44.047478,-71.315451,"WGS84",45.3,579.9,0.4,"2 - trap disturbed/door closed but empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"324","2177157b-842a-4322-b256-b15724f16a9e","D26FC247E61948068E1F16E1C2A0148C","BART_012.mammalGrid.mam","D01","BART","BART_012","D4","distributed","deciduousForest",44.047478,-71.315451,"WGS84",45.3,579.9,0.4,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"325","cfa9aaee-da2c-49c6-9885-93cc7ffb904f","D26FC247E61948068E1F16E1C2A0148C","BART_012.mammalGrid.mam","D01","BART","BART_012","D5","distributed","deciduousForest",44.047478,-71.315451,"WGS84",45.3,579.9,0.4,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"326","af22df38-0582-410a-9b30-75cb4f80cc3b","D26FC247E61948068E1F16E1C2A0148C","BART_012.mammalGrid.mam","D01","BART","BART_012","D6","distributed","deciduousForest",44.047478,-71.315451,"WGS84",45.3,579.9,0.4,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"327","d535e238-9ae7-4a36-8a7e-428a7ce4932f","D26FC247E61948068E1F16E1C2A0148C","BART_012.mammalGrid.mam","D01","BART","BART_012","D7","distributed","deciduousForest",44.047478,-71.315451,"WGS84",45.3,579.9,0.4,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
"328","3c8bb67b-e78c-4a5f-994e-cd70b1285d88","D26FC247E61948068E1F16E1C2A0148C","BART_012.mammalGrid.mam","D01","BART","BART_012","D8","distributed","deciduousForest",44.047478,-71.315451,"WGS84",45.3,579.9,0.4,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"kauger@field-ops.org","jutz@neoninc.org","",NA
